,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult,positivity
2551,2513226518778690,https://www.facebook.com/ads/archive/render_ad/?id=2513226518778690&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"After receiving a privileged Senate briefing on the impending severity of this pandemic, Senator Richard Burr had the opportunity to warn his constituents they were in danger. Instead, he sold between $628,000 and $1.7 million in stock. 

While North Carolinian women can’t afford their rent, Burr has been profiting off of the pandemic. It is obvious Burr prioritized his own profits over the lives of his constituents. 

He has already stepped down as chairman of the Senate Intelligence Committee while the FBI and DOJ investigate his actions. Now he needs to step down from the Senate. Will you add your name now to our petition demanding Senator Burr’s immediate resignation?",Be A Hero,999,USD,99,0,0,0,1
2576,743669326172843,https://www.facebook.com/ads/archive/render_ad/?id=743669326172843&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"TAKE ACTION: Tell U.S. Environmental Protection Agency to stop censoring science! 

Our fight to ensure EPA uses the best available science in crafting public health policy is far from over. EPA Administrator Andrew Wheeler is continuing the effort Scott Pruitt started to censor the scientific studies EPA scientists can use to develop standards that protect our air, water, land and public health! 

This proposed rule could put peer-reviewed studies by institutions like the American Cancer Society and the Harvard School of Public Health off-limits if access to underlying data is not made publicly available – as is the case with many health studies where identifying medical information is kept private, or older studies that don’t fit the new, arbitrary standards. 

#ScienceNotSilence",Environmental Law & Policy Center,999,USD,99,0,0,1,1
2596,242871420129581,https://www.facebook.com/ads/archive/render_ad/?id=242871420129581&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Your state rep, Allison Russo, is standing with health officials for the safety of your family and our state. We need leaders who will stand for public health. Learn more about how House Democrats are working for you during the Coronavirus outbreak.",Ohio House Democrats,999,USD,99,0,0,0,1
2600,1166166510390001,https://www.facebook.com/ads/archive/render_ad/?id=1166166510390001&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"""On Tuesday, Gov. Greg Abbott, Lt. Gov. Dan Patrick and Speaker of the Texas House Dennis Bonnen asked U.S. Senate Majority Leader Mitch McConnell to extend extra liability protections to business owners who are reopening and health care providers ...""",Dennis Bonnen,3999,USD,99,1,0,0,0
2601,261497581669398,https://www.facebook.com/ads/archive/render_ad/?id=261497581669398&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Congressman Fred Upton, rural America calls on you once again to help our 42 million members in a time of need!

Learn more and take action today! #PowerOn #RuralElectric #USCongress",Cooperative Action Network,999,USD,99,0,0,0,1
2602,169766957768576,https://www.facebook.com/ads/archive/render_ad/?id=169766957768576&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Ditch the toxic plastic wraps in favor of  🐝 Swoofe Reusable Beeswax Wraps to help keep your food fresher longer! FREE US Shipping!,Swoofe,999,USD,99,0,0,0,1
2606,608129099803783,https://www.facebook.com/ads/archive/render_ad/?id=608129099803783&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"We must invest in innovative solutions beyond our planned storm sewer separation projects to support the neighborhoods in high-risk flood areas. 

Together, let's take steps toward a long-term flooding initiative to stop the endless cycle of: hard rain ➡️ flooding ➡️ severe damage ➡️ rebuild.",Councilman Ty Thorngate,999,USD,99,0,0,0,0
2609,1517445305094968,https://www.facebook.com/ads/archive/render_ad/?id=1517445305094968&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"BIG NEWS!
 
Financial Programs Emerge For Seniors Without Life Insurance.

Seniors may now qualify for new life insurance policies that would pay 100% of your Funeral and Final Expenses up to $25,000. We are helping seniors qualify! Click [learn more] to learn more about how this program works.",American Final Expense Protection,999,USD,99,0,0,0,1
2612,173399174008684,https://www.facebook.com/ads/archive/render_ad/?id=173399174008684&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Championing the voice of the people of New Hampshire, Eli Clemmer is an honest alternative to typical politicians.

Our 2020 Vision Challenge is a fun way to ensure we win the election for the benefit of America.

Get your name on our 2020 Vision Board! 

By telling 20 people, donating $20 or a mix of the two you can help ensure we flip U.S. House seat from 4-term Congresswoman: Democrat Anne Kuster. 
People who complete this task have the option to share a message to be posted on our website at www.clemmerforcongress.com/2020",Clemmer For Congress,999,USD,99,0,0,0,1
2616,605690260043466,https://www.facebook.com/ads/archive/render_ad/?id=605690260043466&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"When you get your ballot in the mail VOTE!
Idahovotes.gov
Rod Furniss",Rod Furniss State Representative 35b Idaho,999,USD,99,0,0,0,0
2617,243971903357368,https://www.facebook.com/ads/archive/render_ad/?id=243971903357368&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Link to website :
http://ladonpaige4district6.com/",LaDon Paige for District 6 Charleston County Council,999,USD,99,0,0,0,0
2618,579905019603849,https://www.facebook.com/ads/archive/render_ad/?id=579905019603849&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I am proud to announce that Joe Riley, the ten-time mayor of Charleston, has endorsed me in the Democratic Primary for Charleston County Council District 3! 
 
“Rob has shown throughout his life that he is committed to public service and he has the honesty and ingenuity to improve the lives of families in Charleston County.  I think he is the ideal candidate to bring fresh ideas and energy to County Council.”

I am honored to receive the endorsement of a legendary public servant. Mayor Riley set Charleston on a course for success and prosperity, and I hope to continue that legacy by making sure County Council finds innovative approaches to addressing the issues that are facing our region.

The Democratic Primary Election is set for June 9th and absentee voting is currently underway.  All voters are eligible to vote absentee in this election. You can request an absentee ballot application at www.votebluesc.com.",Rob Wehrman for Charleston County,999,USD,99,0,0,0,0
2623,238056020807536,https://www.facebook.com/ads/archive/render_ad/?id=238056020807536&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"At RepresentUs, we’re striving to create a government that’s both fair and transparent. We’re a nonpartisan, grassroots-powered nonprofit aimed at getting money out of politics and rooting out corruption. Add your name right now, and we'll plug you into the anti-corruption movement.",RepresentUs,999,USD,99,1,0,1,1
2624,617251339147784,https://www.facebook.com/ads/archive/render_ad/?id=617251339147784&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,We have a plan to end corruption and fix America's broken political system — and it's working. Join the movement today!,RepresentUs,999,USD,99,0,0,0,1
2641,240925970682199,https://www.facebook.com/ads/archive/render_ad/?id=240925970682199&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,I'm ENDORSED BY EVERY LAW ENFORCEMENT ORGANIZATION in Southern Nevada. Vote prosecutor Barbara Schifalacqua for District Court Judge.,Barbara Schifalacqua,8999,USD,99,0,0,0,0
2643,349290769376594,https://www.facebook.com/ads/archive/render_ad/?id=349290769376594&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I've been in the courtroom prosecuting our most violent criminals - every single day! For District Court Judge in Department 24, the choice is crystal clear. No one comes close.",Dena Rinetti,14999,USD,99,0,0,0,0
2644,247830726306769,https://www.facebook.com/ads/archive/render_ad/?id=247830726306769&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"CATOOSA COUNTY: Early, in-person voting starts for you this Monday, May 18th!

Westside Precinct
3319 Lakeview Dr
Rossville, Georgia 30741

Ringgold Precinct
5328 Evitt St
Ringgold, Georgia 30736

May 18 - May 22 -> 8:00am - 5:00pm
May 26 - May 29 -> 8:00am - 5:00pm
May 30 -> 9:00am - 4:00pm
June 1 - June 5 -> 8:00am - 5:00pm 
June 4 -> 8:00am - 7:00pm 

Vote Marjorie Taylor Greene for Congress and Donald Trump for President!

Save America. Stop Socialism. #sass

-- Marjorie",Marjorie Taylor Greene for Congress,3999,USD,99,0,0,0,0
2645,685477548680557,https://www.facebook.com/ads/archive/render_ad/?id=685477548680557&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"It takes about 56 seconds to stand up for the health of Amazon workers, and ALL of us. 

Act now >>",Athena,999,USD,99,0,0,0,0
2646,571310023781918,https://www.facebook.com/ads/archive/render_ad/?id=571310023781918&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"25-years prosecuting the worst of the worst criminals in Clark County. 12 years heading up the Special Victims Unit. Vote Sweetin for District Court Judge, Department 23.",Jim Sweetin,24999,USD,199,0,0,0,0
2651,3001765626716672,https://www.facebook.com/ads/archive/render_ad/?id=3001765626716672&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Navigating how your organization is impacted by state and local governments reopening is challenging. We can help.,Stateside Associates,1999,USD,99,0,0,0,0
2652,282134289628015,https://www.facebook.com/ads/archive/render_ad/?id=282134289628015&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,LET'S GO D4!!!,Friends of Sezin Palmer,999,USD,99,0,0,0,0
2653,697858507700621,https://www.facebook.com/ads/archive/render_ad/?id=697858507700621&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"In America, politicians get millions of dollars from the special interests who lobby them. In return, politicians create laws favorable to these special interests — even when those laws hurt voters. We’ve had enough. Join the anti-corruption movement to get money out of politics.",RepresentUs,999,USD,99,0,0,0,0
2671,936322960139131,https://www.facebook.com/ads/archive/render_ad/?id=936322960139131&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Please vote for me, Shannon Grave, for WFPS School Board. Click to learn more about me.",Shannon Grave for WFPS School Board 2020,999,USD,99,0,0,0,0
2672,674462456673458,https://www.facebook.com/ads/archive/render_ad/?id=674462456673458&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Don't mess this up, Utah!",Alliance for a Better Utah,999,USD,99,0,0,0,0
2673,547849962599832,https://www.facebook.com/ads/archive/render_ad/?id=547849962599832&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Republicans in the House still don't want anything to do with Steve King, and he won't be welcomed back to his committee assignments. That's bad news for Iowans who wish to reestablish their voice in Washington, DC. #RetireSteveKing  

More: https://thehill.com/homenews/house/497621-gop-lawmakers-say-they-dont-want-to-put-steve-king-back-on-committees",Iowa Four,999,USD,99,1,0,1,0
2674,246066729948231,https://www.facebook.com/ads/archive/render_ad/?id=246066729948231&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Rep. Josh Cutler (D‐Pembroke) & Rep. Kathy LaNatra (D‐Kingston)
ENDORSE SUSAN MORAN FOR STATE SENATE

""The Plymouth Barnstable Senate district has a proud history of representation. Our next state senator must be someone who will continue that tradition by bridging divides, finding common ground and solving problems. Susan Moran is the candidate who best exemplifies these qualities and we are proud to endorse her.""

""As a local elected official, small business owner and respected community leader, Susan has all the right experience to step forward on day one and be an effective advocate in the Senate. This is a unique time in our Commonwealth’s history, and we need dedicated leaders like Susan to help us address the myriad of challenges we face.""

""We are confident that the communities we represent, including Pembroke, Kingston and Plymouth, will be well‐served with Susan Moran as our partner in the State Senate. This is an important election and we urge everyone to make sure your voice is heard.""",Susan Moran for State Senate  - Plymouth & Barnstable District,999,USD,99,0,0,1,1
2675,2859868907569500,https://www.facebook.com/ads/archive/render_ad/?id=2859868907569500&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"2020 Update!
Excerpt:
Trump lost the district by 6 percentage points in 2016. He went out of his way to promote Garcia in recent weeks as strong on guns and immigration, and some Democrats had hoped he would be a liability in the race. Former President Barack Obama, Hillary Clinton and other high-profile Democrats all lined up behind Smith.",SoCal Daily Pulse,999,USD,99,0,0,0,1
2676,332833234360954,https://www.facebook.com/ads/archive/render_ad/?id=332833234360954&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"He was fired for wanting to pray. Then, CAIR-Chicago stepped in and won his discrimination case. Help us keep going.",CAIR-Chicago,1999,USD,99,0,0,0,1
2677,244425823319101,https://www.facebook.com/ads/archive/render_ad/?id=244425823319101&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Once again, Gov. Brian Kemp is playing politics with women’s health. Extending an executive order that limits legal liability for Georgia’s hospitals and medical workers during the coronavirus pandemic...but exempting from protection the medical employees who perform abortions.
.
This gratuitous attempt to appease his base is not the kind of leadership Georgians need in the middle of a global health crisis. If elected, I will be ever-vigilant, fighting any effort to restrict women from making their own reproductive health decisions. I trust women, not government, to make the best decisions for themselves.
.
I am proud to have earned the endorsement of Planned Parenthood Southeast Advocates and to be recommended by Vote Pro Choice. The women of HD57 can count on me to stand up for and with them.
.
#gapol #gadems #gavotes #georgiahousedistrict57 #womenshealth #reproductiverights #choice #women #WomenForWan #Women4Wan #PPSEA #mcaidx #NARALgeorgia #prochoice #voteprochoice #prochoicegeorgia #PPSEAdvocates #instawomen #instahealth
Alex Wan
https://tinyurl.com/KempsAbortionAgenda",Alex Wan for Atlanta,999,USD,99,0,0,1,1
2678,1275493042653533,https://www.facebook.com/ads/archive/render_ad/?id=1275493042653533&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The National Law Enforcement Officers Memorial Virtual 32nd Annual Candlelight Vigil honored those who made the ultimate sacrifice in the line of duty in 2019. #NeverForget #Policeweek2020.  WATCH THE VIDEO,Adam Gray for Assembly,1999,USD,99,0,0,0,1
